0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,2,2,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,6,10
0,0,0,0,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0
0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,
